taxon_name,taxon_name_original,taxname_source,entity_type_tax,taxon_family,life_stage_generic,life_stage_taxon_specific,caste,sex,trait_name,entity_type,value_type,unit_numeric,value,replicates,measurement_remarks,method_number,observation_number,methods,site_name,site_latitude,site_longitude,site_date_of_visit,site_description,site_fire_impact,collection_date,associated_plant_taxa,plant_relation_description,associated_fauna_taxa,associated_fauna_taxa_synonyms,fauna_relation_description,taxname_issues_description,context,source_key,source_doi,source_citation,source_type,secondary_citation
Glycaspis (Synglycaspis) conflecta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, forms round lerps, sap-sucker",NA,NA,NA,"ACT, NSW",NA,NA,NA,NA,NA,NA,Eucalyptus ?macrorhyncha,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1961). Observations on some Australian forest insects. 7. The significance of the Glycaspis spp. (Hemiptera: Homoptera, Psyllidae) associations with their Eucalyptus spp. hosts; erection of a new subgenus and descriptions of thirty-eight new species of Glycaspis. Proceedings of the Linnean Society of New South Wales, 86, 127-167; Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1983). New species and records of Glycaspis Taylor (Homoptera: Spondyliaspidae) with phyletic groupings. Journal of the Australian Entomological Society, 22, 177-184; Campbell, K. G. & Moore, K. M. (1988). Two new species of Glycaspis (Homoptera: Spondyliaspididae) from potentially endangered Eucalyptus species, and one from E. stricta. Proceedings of the Linnean Society of New South Wales, 110, 11-17."
Glycaspis (Glycaspis) gradata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round lerps, sap-sucker",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,Eucalyptus ?largiflorens,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342."
Glycaspis (Glycaspis) hadlingtoni,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round to oval lerps, sap-sucker",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,Eucalyptus ?largiflorens,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342."
Glycaspis (Glycaspis) buxalis,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round lerps, sap-sucker",NA,NA,NA,WA,NA,NA,NA,NA,NA,NA,Eucalyptus ?intertexta,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342."
Eucalyptolyma maideni,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, sap-sucker",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,Eucalyptus ?gummifera,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Froggatt, W. W. (1901). Australian Psyllidae. Part II. Proceedings of the Linnean Society of New South Wales, 26, 242-298; Basden, R. (1970). A note on the composition of the lerp and honeydew of Eucalyptolyma maidenii Froggatt. Proceedings of the Linnean Society of New South Wales, 95, 9-10; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp; Taylor, K. L. (1987). Revision of Eucalyptolyma Froggatt (Homoptera: Psylloidea) with two new genera of Australian psyllids. Journal of the Australian Entomological Society, 26, 97-127; Gill, R. J. (2001). New State records. Spotted gum lerp psyllid, Eucalyptolyma maideni. California Plant Pest & Disease Report, 19(3–6), 26."
Eucalyptolyma minima,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, sap-sucker",NA,NA,NA,"QLD, WA",NA,NA,NA,NA,NA,NA,Eucalyptus ?gummifera,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1987). Revision of Eucalyptolyma Froggatt (Homoptera: Psylloidea) with two new genera of Australian psyllids. Journal of the Australian Entomological Society, 26, 97-127."
Glycaspis (Glycaspis) fuscovena,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round lerps, sap-sucker",NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,"Eucalyptus ?fasciculosa, Eucalyptus leucoxylon, Eucalyptus odorata",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1970). Observations on some Australian forest insects. 32. Further notes on Glycaspis spp. (Hemiptera: Psyllidae). Journal of the Australian Entomological Society, 7, 48-49; White, T. C. R. (1972). The production of amylose in the faeces of psyllid larvae with special reference to the lerps of Cardiaspina densitexta. Journal of Insect Physiology, 18, 2359-2367; Moore, K. M. (1983). New species and records of Glycaspis Taylor (Homoptera: Spondyliaspidae) with phyletic groupings. Journal of the Australian Entomological Society, 22, 177-184; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp."
Glycaspis (Synglycaspis) ecphymata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva gall-inducer, sap-sucker",NA,NA,NA,VIC,NA,NA,NA,NA,NA,NA,Eucalyptus ?dives,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1979). A new species of Glycaspis Taylor (Homoptera: Psyllidae) from Victoria. Journal of the Australian Entomological Society, 18, 287-288; 
Moore, K. M. (1988). Associations of some Glycaspis species (Homoptera: Spondyliaspididae) with their Eucalyptus species hosts. Proceedings of the Linnean Society of New South Wales, 110, 19-24."
Glycaspis (Glycaspis) eucalypti,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, forms round lerps, sap-sucker",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,Eucalyptus ?dalrympleana,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Dobson, T. (1851). On Laap, or Lerp the cup-like coverings of Psyllidae found on the leaves of certain Eucalypti. Papers and Proceedings of the Royal Society of Van Diemen's Land, 1, 235-241; Froggatt, W. W. (1900). Australian Psyllidae. Proceedings of the Linnean Society of New South Wales, 25, 250-302; Taylor, K. L. (1960). Additional information on the Australian genera of the Family Psyllidae (Hemiptera: Homoptera). Australian Journal of Zoology, 8, 383-391; Moore, K. M. (1961). Observations on some Australian forest insects. 7. The significance of the Glycaspis spp. (Hemiptera: Homoptera, Psyllidae) associations with their Eucalyptus spp. hosts; erection of a new subgenus and descriptions of thirty-eight new species of Glycaspis. Proceedings of the Linnean Society of New South Wales, 86, 127-167; Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342."
Anoeconeossa secreta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,sap-sucker; larvae unknown,NA,NA,NA,WA,NA,NA,NA,NA,NA,NA,Eucalyptus ?cylindriflora,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1987). Revision of Eucalyptolyma Froggatt (Homoptera: Psylloidea) with two new genera of Australian psyllids. Journal of the Australian Entomological Society, 26, 97-127."
Glycaspis (Glycaspis) brunneincincta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, form round lerps, sap-sucker",NA,NA,NA,QLD,NA,NA,NA,NA,NA,NA,"Eucalyptus ?cambageana, Eucalyptus major, Eucalyptus propinqua, Eucalyptus ?tessellaris",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342."
Glycaspis (Glycaspis) propensa,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round lerps, sap-sucker",NA,NA,NA,QLD,NA,NA,NA,NA,NA,NA,Eucalyptus ?cambageana,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1989). A new species of Glycaspis Homoptera: Psyllidae) and additional information on host associations. Journal of the Australian Entomological Society, 28, 81-86."
Glycaspis (Glycaspis) pervagata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round lerps, sap-sucker",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,"Eucalyptus ?camaldulensis, Eucalyptus dumosa",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Anderson, T. (1849). On a new species of manna from New South Wales. Edinburgh New Philosophical Journal, 47, 132-139; Moore, K. M. (1970). Observations on some Australian forest insects. 32. Further notes on Glycaspis spp. (Hemiptera: Psyllidae). Journal of the Australian Entomological Society, 7, 48-49; Moore, K. M. (1970). Observations on some Australian forest insects. 24. Results from a study of the genus Glycaspis. Australian Zoologist, 15, 343-376."
Glycaspis (Glycaspis) grapta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, forms round to oval lerps, sap-sucker",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,Eucalyptus ?camaldulensis,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1970). Observations on some Australian forest insects. 32. Further notes on Glycaspis spp. (Hemiptera: Psyllidae). Journal of the Australian Entomological Society, 7, 48-49; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp."
Glycaspis (Glycaspis) prepta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, forms oval lerps, sap-sucker",NA,NA,NA,VIC,NA,NA,NA,NA,NA,NA,Eucalyptus ?camaldulensis,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1989). A new species of Glycaspis Homoptera: Psyllidae) and additional information on host associations. Journal of the Australian Entomological Society, 28, 81-86."
Glycaspis (Glycaspis) pervagata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round lerps, sap-sucker",NA,NA,NA,WA,NA,NA,NA,NA,NA,NA,"Eucalyptus ?calycogona, Eucalyptus ?dongarraensis, Eucalyptus gracilis, Eucalyptus ?griffithsii, Eucalyptus lesouefii, Eucalyptus striaticalyx, Eucalyptus torquata",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Anderson, T. (1849). On a new species of manna from New South Wales. Edinburgh New Philosophical Journal, 47, 132-139; Moore, K. M. (1970). Observations on some Australian forest insects. 32. Further notes on Glycaspis spp. (Hemiptera: Psyllidae). Journal of the Australian Entomological Society, 7, 48-49; Moore, K. M. (1970). Observations on some Australian forest insects. 24. Results from a study of the genus Glycaspis. Australian Zoologist, 15, 343-376."
Glycaspis (Glycaspis) lactea,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, forms round lerps",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,"Eucalyptus ?blakelyi, Eucalyptus ?dealbata",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1961). Observations on some Australian forest insects. 7. The significance of the Glycaspis spp. (Hemiptera: Homoptera, Psyllidae) associations with their Eucalyptus spp. hosts; erection of a new subgenus and descriptions of thirty-eight new species of Glycaspis. Proceedings of the Linnean Society of New South Wales, 86, 127-167; Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342."
Glycaspis (Synglycaspis) dreptodria,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, forms round lerps, sap-sucker",NA,NA,NA,TAS,NA,NA,NA,NA,NA,NA,"Eucalyptus ?amygdalina, Eucalyptus pulchella, Eucalyptus nitida",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1983). New species and records of Glycaspis Taylor (Homoptera: Spondyliaspidae) with phyletic groupings. Journal of the Australian Entomological Society, 22, 177-184."
Glycaspis (Synglycaspis) temenicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, forms round lerps, sap-sucker",NA,NA,NA,TAS,NA,NA,NA,NA,NA,NA,"Eucalyptus ?amygdalina, Eucalyptus pulchella, Eucalyptus nitida",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1983). New species and records of Glycaspis Taylor (Homoptera: Spondyliaspidae) with phyletic groupings. Journal of the Australian Entomological Society, 22, 177-184; Moore, K. M. (1988). Associations of some Glycaspis species (Homoptera: Spondyliaspididae) with their Eucalyptus species hosts. Proceedings of the Linnean Society of New South Wales, 110, 19-24."
